"caseid" "gender" "race" "c1rrscal" "c1rrtsco" "c1rmscal" "c1rmtsco" "c1rgscal" "c1rgtsco" "c1fmotor" "c1gmotor" "c2rrscal" "c2rrtsco" "c2rmscal" "c2rmtsco" "c2rgscal" "c2rgtsco" "c3rrscal" "c3rrtsco" "c3rmscal" "c3rmtsco" "c3rgscal" "c3rgtsco" "c4rrscal" "c4rrtsco" "c4rmscal" "c4rmtsco" "c4rgscal" "c4rgtsco" "p1learn" "p1contro" "p1social" "t1learn" "t1contro" "t1interp" "t1extern" "t1intern" "p1center" "p1disabl" "p1htotal" "p1hfamil" "p1firkdg" "p1hrsprk" "wkmomed" "wkdaded" "wklangst" "wksesl" "wksesq5" "s2kpupri" "p1count" "plshare" "p1pencil" "p1still" "p1letter" "p1verbal" "p1expect" "p1readbo" "p1tellst" "p1singso" "p1helpar" "p1chores" "p1games" "p1nature" "p1build" "p1sport" "p1chlboo" "p1chsesa" "p2librar" "p2safepl" "p2garbag" "p2drug" "p2burglr" "p2violen" "p2vacant" "p2bktog"
"69" 69 1 3 19 46 16 46 10 30 7 8 26 45 34 58 26 49 32 47 23 42 25 44 48 47 45 53 23 36 3.83 2.8 3 2.83 3 2.6 1.4 1.25 2 2 6 1 1 5 2 1 1 36 1 1 2 2 2 1 2 1 6 4 2 4 4 4 4 4 1 3 15 1 1 3 3 3 3 3 3 3
"70" 70 1 1 14 38 14 43 19 47 5 3 19 35 16 35 19 40 33 48 32 50 35 56 41 42 32 39 24 38 2.17 2.8 3 2.17 3.25 3.4 2.2 2 1 1 5 1 1 36 2 2 2 36 1 1 2 2 2 2 2 2 2 4 3 4 2 2 2 3 4 4 15 1 2 3 3 3 3 3 2 0
"71" 71 1 1 21 49 19 51 15 41 8 7 25 43 25 50 25 48 23 36 27 45 24 43 56 51 41 49 37 53 3.5 3 3.33 3.67 3.75 4 2 1.25 2 2 4 1 1 0 3 2 2 36 1 1 3 3 2 2 3 2 3 4 4 4 2 3 4 3 4 3 50 1 2 3 3 3 3 3 3 1
"72" 72 1 1 21 50 18 49 15 41 6 8 33 52 22 45 25 48 29 43 21 38 25 44 53 50 46 54 27 42 2.5 3 3 3 2.75 3 1.8 1.25 1 2 4 1 1 6 2 2 2 36 1 1 3 2 2 2 2 3 2 3 3 2 3 4 4 2 4 2 30 1 1 3 3 3 3 3 3 3
"73" 73 2 1 22 51 14 43 19 46 8 4 26 45 21 44 22 45 28 43 27 46 25 44 59 53 45 53 26 40 3.5 2 4 3 3.25 3.2 1.2 2 1 2 4 5 1 28 1 2 2 36 1 1 2 2 2 2 2 2 2 4 3 4 2 4 4 2 4 2 30 2 2 3 3 3 3 3 3 7
"74" 74 2 2 33 64 25 59 20 48 8 8 50 64 41 64 23 45 58 64 38 56 28 47 77 64 49 56 36 52 2.33 3.4 2.33 4 3.5 2.75 1 1 2 2 8 1 2 0 2 2 2 37 1 1 2 2 2 2 2 2 3 2 2 2 3 2 3 2 1 1 8 1 1 2 3 3 3 3 3 2
"75" 75 1 1 16 43 26 60 34 64 8 8 34 54 36 60 44 74 35 50 43 60 46 72 48 47 47 54 43 62 4 3.2 4 2.67 3.5 3.6 1.2 2 1 2 6 1 1 12 8 6 2 37 1 1 4 2 2 2 3 2 4 4 4 4 4 4 4 4 4 3 150 2 1 3 3 3 3 3 3 7
"76" 76 1 2 20 48 12 40 16 43 4 7 22 39 14 32 23 46 25 38 15 28 18 36 40 42 36 44 20 33 2.5 2.2 3 3 3.25 3.2 1.2 1.5 1 2 5 1 1 50 2 3 1 37 1 1 3 3 2 2 4 2 3 2 2 2 1 2 1 1 1 2 20 1 2 2 3 2 3 3 3 4
"77" 77 2 4 15 39 12 38 14 39 7 8 17 32 16 36 14 34 33 48 23 41 27 46 54 50 42 50 28 42 3.33 2.4 2 3.5 3.25 2.6 1 1.25 1 2 5 1 1 61 1 3 1 37 1 1 4 2 2 2 2 2 6 4 4 3 1 4 1 1 4 2 20 1 2 3 3 3 3 3 3 3
"78" 78 1 1 23 52 20 53 19 47 5 5 33 52 25 49 18 39 31 45 30 48 23 42 57 52 42 50 30 45 3.17 2.4 3.33 3.33 3.25 3 1 1.25 1 2 3 2 1 44 2 2 2 37 1 1 2 2 3 2 2 2 2 1 1 2 4 4 4 1 2 2 25 2 2 2 3 2 3 3 3 2
"79" 79 2 1 14 39 11 37 21 49 2 8 15 27 14 32 23 46 18 27 27 46 26 45 36 38 23 29 28 43 3.5 2.8 4 2.17 2 2 3.6 2.75 2 1 4 1 2 0 2 3 2 37 1 1 1 1 1 1 1 1 4 4 4 4 3 4 4 3 3 4 40 1 1 3 3 2 3 3 3 7
"80" 80 2 2 31 61 24 58 24 53 6 7 48 63 36 60 35 60 51 60 39 57 29 48 71 60 50 57 33 49 3.5 2.4 3.67 3.5 2.25 2.8 2 1.5 1 2 7 1 1 80 3 3 2 37 1 1 2 2 2 1 1 1 3 4 2 4 4 4 3 1 1 2 15 1 2 2 3 2 3 3 2 7
"81" 81 2 1 17 43 15 45 19 47 5 8 22 40 18 40 19 41 28 42 20 37 25 45 37 39 29 36 25 39 3.33 3 3 2.33 3.75 3.2 1 2 1 1 5 1 1 16 2 3 2 37 1 1 4 1 1 2 3 1 1 4 4 3 3 4 2 3 3 4 100 1 2 3 2 3 3 3 3 7
"82" 82 1 7 23 52 23 57 21 49 8 8 36 55 36 59 25 48 40 54 36 55 35 56 54 51 46 53 41 58 3.17 2.8 3.33 3 3 3 2.2 2.25 1 2 9 1 1 32 2 3 2 37 1 1 3 2 1 3 2 2 4 3 3 3 3 2 3 2 3 3 70 1 2 3 3 3 2 3 3 7
"83" 83 1 7 15 40 12 39 12 35 4 4 22 40 15 35 16 37 21 33 22 39 16 32 49 48 41 49 24 38 3.5 3.8 3.67 2 2.25 2 2 2.75 1 2 8 1 1 25 2 3 2 37 1 1 3 1 3 3 3 2 4 2 4 2 4 4 1 3 2 4 20 2 2 2 1 1 2 3 3 2
"84" 84 2 7 17 44 18 49 31 61 6 6 32 52 30 54 26 49 37 52 36 54 37 58 69 59 49 56 39 56 3 2.8 3.67 3.17 3.5 3.4 1.4 2.25 1 2 4 1 1 6 5 2 2 37 1 1 3 2 2 2 2 2 4 3 4 3 3 4 2 2 2 2 15 2 1 3 3 3 3 3 1 3
"85" 85 1 7 11 29 10 35 8 26 3 8 21 38 18 39 22 44 20 31 21 39 12 25 39 41 28 35 23 37 2.33 2.8 2 3 2 2.5 2.2 1.5 1 2 9 3 1 20 2 3 2 37 1 1 3 2 3 2 2 3 3 2 4 4 2 4 4 2 2 4 20 2 2 2 2 2 3 3 2 7
"86" 86 2 1 16 41 11 37 13 38 2 6 23 41 12 27 18 39 23 35 16 31 23 41 37 39 21 25 23 36 3 2.4 4 1.83 2.75 2.2 1.8 2 1 2 4 1 1 15 2 3 2 37 1 1 3 2 1 1 2 1 4 2 4 2 2 2 2 2 2 1 20 1 2 3 3 3 3 3 3 7
"87" 87 1 2 12 33 11 37 10 32 1 5 22 39 18 39 18 39 29 43 21 39 17 33 54 50 34 41 22 35 2.17 2.2 3 1.33 1.75 2 2.2 1.5 1 2 8 1 1 120 2 2 2 37 1 1 4 2 4 2 1 1 4 2 2 4 4 4 3 3 4 2 19 1 2 2 3 3 3 2 3 7
"88" 88 1 2 19 47 14 42 15 41 3 8 29 49 25 50 27 51 37 51 37 56 34 54 30 32 45 52 41 58 2.83 3.2 3 3.83 3.75 3.8 1.8 1.25 2 2 3 2 1 0 2 2 2 37 1 1 2 2 2 1 1 1 5 3 2 3 3 3 3 3 3 3 3 1 2 3 3 3 2 3 3 3
"89" 89 1 6 13 35 12 39 26 55 4 4 17 31 27 51 32 56 17 27 36 54 33 54 31 33 40 48 39 56 3 2.6 3.67 1.5 2.5 1.8 1.4 2.75 2 2 6 1 1 0 2 2 2 37 1 1 3 2 2 3 3 2 2 2 2 2 3 3 3 2 2 4 15 1 1 3 3 3 3 3 3 7
"90" 90 2 2 20 48 20 53 17 45 8 5 26 44 24 48 19 41 34 49 32 50 28 47 60 54 45 52 32 47 3.5 3 4 3.33 3.25 3.4 2 1.5 1 2 4 1 1 80 3 3 2 37 1 1 2 2 3 2 2 2 2 2 2 3 2 3 3 2 2 3 35 1 1 2 2 2 2 2 2 2
"91" 91 1 2 22 51 25 59 20 48 5 4 35 54 33 56 19 41 33 48 35 53 33 54 59 53 44 52 37 53 2.5 3 2.33 1.83 2.5 2.2 2.6 1.5 1 2 4 1 1 35 3 3 2 37 1 1 2 2 3 2 3 2 4 2 1 2 1 2 1 1 1 1 6 2 2 3 3 3 3 3 3 5
"92" 92 2 1 12 33 8 28 11 33 5 1 16 30 12 29 14 33 16 24 15 29 16 33 35 37 25 32 22 36 3.17 3.2 4 2.17 3 2.4 2 2 2 1 2 4 1 56 1 3 2 37 1 1 3 2 3 3 3 2 2 4 3 4 4 4 4 2 3 2 5 1 1 3 3 3 3 3 3 2
"93" 93 1 1 16 42 19 51 25 55 4 7 22 40 27 51 25 48 30 44 33 52 34 54 57 52 49 56 42 60 3.33 2.6 3.33 2.83 3 3 1 1 2 2 4 1 1 15 3 3 2 37 1 1 3 2 2 2 3 2 2 2 4 2 2 4 2 2 4 3 35 1 2 3 3 3 3 3 3 1
"94" 94 2 1 24 54 18 49 16 43 6 6 26 44 25 49 17 38 37 52 31 49 23 42 51 49 39 46 23 37 3.5 2.8 3.33 2.83 3.75 2.2 1 2 2 2 4 1 1 0 2 2 2 37 1 1 4 2 3 2 4 2 3 3 3 4 3 4 2 2 3 4 75 1 2 3 3 3 3 3 3 5
"95" 95 2 1 21 49 12 39 18 46 5 4 29 48 24 48 28 52 31 45 29 48 25 44 41 42 42 50 32 47 3 3.2 2.67 2.5 3.5 3 1 2.75 2 2 4 1 1 0 3 2 2 37 1 1 4 2 2 2 3 2 3 4 1 4 1 2 1 1 1 3 100 2 2 2 3 3 3 3 3 1
"96" 96 1 1 20 48 11 38 21 49 3 7 25 44 21 44 26 50 27 41 19 36 22 40 36 38 32 39 27 41 2.83 1.6 3 1.5 2.25 1.6 3.8 2 1 1 4 1 1 42 3 2 2 37 1 1 3 1 2 3 2 2 3 2 4 2 3 2 2 2 2 2 20 1 2 3 1 3 3 3 3 2
"97" 97 1 1 14 38 11 38 23 51 4 8 19 35 14 31 20 42 15 22 16 30 23 41 24 23 20 24 29 44 2.17 2.4 3 2.17 2.25 2.6 2.4 1.25 1 2 5 5 1 59 1 2 2 37 1 1 3 2 2 2 1 1 2 2 1 2 2 4 4 1 1 4 25 1 2 2 3 3 3 3 3 2
"98" 98 2 1 17 43 13 41 25 55 9 5 24 42 25 49 27 51 34 49 27 45 34 54 51 49 30 37 33 48 3.67 2.6 3.67 3.83 3 2.6 1 2 1 2 4 2 1 25 3 1 2 37 1 1 3 2 2 2 2 3 2 4 4 4 4 4 2 2 1 4 100 2 1 3 3 3 3 3 3 0
"99" 99 1 1 22 51 18 51 24 54 5 8 29 49 27 51 27 50 37 52 38 56 34 55 63 56 52 59 42 60 2.67 3 3.33 3.5 3 2.6 1.2 1 2 2 4 1 1 8 2 2 2 37 1 1 2 2 3 2 3 3 2 3 3 2 3 4 3 2 2 3 20 1 1 3 3 3 3 3 3 2
"100" 100 2 1 13 35 11 37 11 34 4 6 23 41 25 49 19 41 27 41 27 46 18 35 38 40 32 39 22 36 4 3.6 4 1.5 2.5 2 1 2 2 1 4 1 1 0 2 3 2 37 1 1 2 3 3 2 2 2 3 1 2 4 2 4 4 3 4 3 100 1 1 3 3 3 3 3 3 2
"101" 101 1 8 15 41 9 32 24 54 7 3 31 51 23 47 32 56 31 46 25 44 34 54 37 39 38 46 40 57 2.5 2.4 3.33 2.5 2.5 2.25 2.4 1.67 2 2 6 1 1 40 2 2 2 37 1 1 2 2 2 1 2 2 4 3 4 2 4 4 2 4 3 2 30 2 2 3 3 3 3 3 3 2
"102" 102 1 8 13 37 13 40 11 33 1 8 18 34 11 27 13 32 15 22 17 32 15 31 25 25 26 33 20 33 3.33 3.2 4 2.17 2 2 2 1.75 1 2 12 5 1 35 3 2 2 37 1 1 2 2 2 2 2 2 4 4 2 4 4 2 4 2 2 4 100 1 2 3 3 3 3 3 3 7
"103" 103 1 2 16 42 11 36 19 47 2 7 20 37 14 32 21 44 24 37 20 38 23 42 51 48 34 42 29 44 4 3 3 1.83 2.5 2.2 1.8 1 2 2 3 2 1 40 3 3 2 37 1 1 1 1 1 1 1 1 3 2 3 4 2 4 2 1 3 1 20 1 2 2 3 2 3 3 2 1
"104" 104 2 1 16 41 12 40 13 37 4 8 25 43 17 37 17 38 27 41 25 43 18 36 53 50 32 39 18 30 3.67 3 4 2.67 3.5 3.2 1 2.75 1 2 5 1 1 45 3 1 2 37 1 1 2 2 2 3 2 2 3 4 4 4 2 4 4 2 3 3 50 1 1 3 3 3 3 3 2 0
"105" 105 1 4 25 54 18 50 17 44 4 6 34 53 20 43 22 45 35 50 29 47 28 48 30 32 46 53 34 49 2.83 1.6 3 3.17 3.5 3.25 1.8 1.5 1 2 4 1 1 100 3 3 2 37 1 1 2 2 2 2 2 2 3 2 2 4 4 4 4 1 1 4 5 1 2 2 2 2 3 3 3 2
"106" 106 1 7 15 40 14 42 19 47 2 8 19 35 19 41 19 41 23 36 23 41 26 45 32 34 34 41 31 46 3.17 2.8 4 2.17 2 2 3.4 2.25 2 1 4 1 2 0 2 2 2 37 1 1 2 2 2 2 2 2 3 3 4 4 2 4 2 4 1 4 10 1 2 3 2 3 1 2 1 2
"107" 107 2 4 19 46 11 37 19 46 6 6 23 41 15 34 19 40 27 41 20 38 20 38 48 47 33 40 27 41 3.67 3.2 3.33 2.6 3.67 2.8 1.4 1 1 2 6 1 1 4 2 2 2 37 1 1 1 2 2 2 2 2 4 2 2 3 2 3 1 1 1 1 25 1 2 2 3 3 3 3 3 2
"108" 108 1 4 15 40 18 50 11 34 7 5 25 43 21 44 19 41 28 42 25 44 14 29 70 60 49 56 25 39 2.67 3 3.33 3 4 3.5 1 1.25 2 2 6 2 1 20 2 2 1 37 1 1 2 2 2 2 2 2 6 2 2 4 2 3 3 2 1 2 8 1 1 3 3 3 3 3 3 3
"109" 109 1 4 32 62 23 57 31 62 5 8 45 61 33 56 37 62 45 57 38 56 40 62 60 53 48 55 43 61 2.33 3 3.33 3.33 2.75 3 1 2 2 2 9 1 1 0 2 2 2 37 1 1 2 2 2 2 2 2 2 4 2 3 2 4 4 2 2 4 10 1 2 3 3 3 3 3 3 1
"110" 110 1 6 19 47 20 52 13 38 6 6 29 48 23 47 14 34 36 51 37 55 21 39 59 53 46 54 24 38 2.5 2.6 2.33 2.67 3 2.6 1.6 1.25 2 2 3 2 1 0 3 1 2 37 1 1 3 3 2 3 2 2 4 3 3 3 2 3 2 4 3 2 40 3 2 3 3 3 3 3 3 5
"111" 111 1 6 15 40 14 43 12 36 7 8 26 45 20 42 21 43 29 43 24 42 20 38 54 50 41 48 31 46 2.5 2.6 2.33 3.17 3 3 1.8 1 2 2 3 2 1 0 2 3 2 37 1 1 2 2 2 2 2 3 4 2 3 3 2 4 2 3 2 4 18 1 2 2 3 3 3 3 3 1
"112" 112 1 6 19 47 20 53 18 45 4 1 28 47 29 53 19 41 30 45 31 50 30 49 54 50 45 53 30 45 2.83 2.8 2.33 2.5 2.25 2.2 2 1 2 2 5 1 1 0 2 2 2 37 1 1 2 2 3 3 1 2 3 4 2 4 2 4 2 3 2 4 30 1 1 3 3 3 3 3 2 7
"113" 113 1 8 14 39 14 43 20 48 5 6 32 51 30 54 27 50 29 43 31 50 31 52 52 49 44 52 33 48 2.83 2.2 2.67 3.83 2.67 3.6 1.4 1 2 2 5 1 1 18 2 2 2 37 1 1 2 1 1 2 1 1 2 3 3 4 3 3 4 2 3 4 15 1 2 3 3 3 3 3 3 7
"114" 114 1 1 22 51 20 53 18 46 4 8 32 51 21 44 24 48 29 43 23 42 23 42 51 49 37 45 30 45 2.67 3.2 3.33 3 3.5 3.2 1.6 1 1 2 6 1 1 24 2 2 2 37 1 1 2 2 2 1 2 1 2 3 2 4 2 3 2 1 2 3 40 1 2 2 3 3 3 3 3 7
"115" 115 1 5 16 43 19 52 27 56 7 6 31 51 19 42 33 57 38 52 35 53 34 54 50 48 42 50 39 56 3.17 3 3 3 3 2.8 1.8 2 1 2 3 2 1 45 2 3 2 37 1 1 2 2 2 1 1 1 6 3 2 4 4 3 4 3 2 2 5 2 2 3 3 3 3 3 3 0
"116" 116 2 2 16 42 12 39 9 29 2 6 21 38 15 34 14 33 24 37 16 30 20 38 29 31 26 33 27 41 3.33 2.8 3.67 2.5 3.25 3.6 2 2 1 2 4 1 1 27 3 3 2 37 1 1 2 1 3 1 2 1 4 3 2 4 3 4 3 2 2 3 40 2 1 2 2 1 3 3 3 3
"117" 117 1 1 15 41 11 36 16 43 6 5 27 46 24 48 33 57 32 47 26 45 36 57 58 53 49 56 40 57 3.17 1.6 3.67 2.17 1.75 2.4 3.4 2 1 2 5 1 1 20 2 2 2 37 1 1 3 1 1 1 1 1 3 3 2 2 2 3 2 1 1 2 30 2 2 3 3 3 3 3 3 2
"118" 118 1 1 25 55 16 47 15 42 6 8 37 56 20 42 18 39 36 51 25 44 32 53 50 48 34 42 32 47 3.67 3.8 3.67 2.5 2.5 2.4 1 1.75 2 2 6 1 2 0 2 3 2 37 1 1 2 2 2 2 2 1 4 4 3 3 3 4 4 3 4 4 50 1 1 3 3 3 3 3 3 2
"119" 119 1 1 14 38 15 45 21 49 7 6 31 50 26 50 25 48 31 45 30 48 28 47 55 51 41 48 39 56 3 3.2 3 3.5 4 4 1 1.25 1 2 4 1 1 64 2 3 2 37 1 1 2 2 2 2 2 2 4 2 3 3 3 3 3 2 3 3 8 1 2 3 3 3 3 3 3 2
"120" 120 1 1 17 43 14 44 19 47 3 6 25 43 20 43 29 53 23 36 21 39 23 41 35 37 26 33 32 47 2.67 2 3 2.67 2.25 2.4 1.8 4 1 1 6 1 2 0 3 1 2 38 1 1 3 2 2 2 3 2 2 3 3 1 3 4 2 2 4 1 4 2 2 2 3 3 3 3 3 2
"121" 121 1 2 23 52 19 51 32 62 7 7 36 56 35 58 37 62 41 54 35 53 36 58 53 50 42 50 40 57 2.67 3.2 3 4 3.25 3.6 1.2 1.75 2 2 5 1 2 0 1 3 2 38 1 1 2 2 3 1 2 2 4 4 4 3 2 4 3 1 2 2 15 1 2 3 3 3 3 3 3 2
"122" 122 1 2 19 47 20 53 16 42 5 6 36 55 27 51 20 42 32 47 32 51 24 42 62 55 47 54 29 43 3.33 3 3.33 2.33 2 2.2 2.2 1.5 2 1 5 1 1 40 3 2 2 38 1 1 2 1 2 2 1 2 6 3 2 3 2 4 2 1 4 2 12 1 1 2 3 3 3 3 2 7
"123" 123 2 1 22 51 17 49 17 44 6 8 26 45 23 47 20 42 29 43 23 41 23 42 38 40 39 47 27 42 2.5 2.4 2.33 2.33 3.25 2.4 1.6 3.25 2 2 6 1 1 9 2 3 2 38 1 1 2 2 2 2 2 2 2 3 2 2 3 2 3 1 1 2 50 1 2 3 3 3 3 3 3 7
"124" 124 2 1 19 47 14 42 13 38 1 8 27 46 20 42 19 41 29 43 21 39 18 36 54 50 32 39 25 40 2.33 2 2.67 2.67 3.25 2.8 1 1.75 2 2 5 1 1 0 2 3 2 38 1 1 2 2 2 2 2 2 2 3 3 4 2 4 1 2 2 1 7 2 2 2 2 3 2 3 3 7
"125" 125 1 2 22 51 14 44 18 45 4 6 29 48 20 43 28 52 31 45 22 40 30 50 36 38 35 43 33 49 2.83 2.4 2.67 3.17 2 2.2 2 1.75 1 2 7 1 2 0 3 3 2 38 1 1 3 2 2 2 3 2 3 4 4 2 2 4 3 1 1 2 15 2 2 3 3 3 3 3 3 2
"126" 126 2 1 22 51 22 55 22 50 8 8 32 52 41 64 26 50 35 50 39 57 32 52 57 52 56 63 34 49 3.67 2.6 3 3.67 3.25 3.4 1.2 1.25 1 2 6 1 1 25 2 2 2 38 1 1 2 2 2 2 2 2 4 3 3 4 3 4 4 3 4 3 10 1 2 2 3 3 1 2 3 5
"127" 127 2 5 22 50 18 50 13 38 6 2 33 52 21 44 23 46 35 49 33 52 28 48 63 56 47 54 38 54 3.67 3.2 3.33 3.4 2.75 3.4 1.6 1 1 2 4 1 1 16 3 1 1 38 1 1 2 2 2 2 2 1 4 4 2 2 3 3 2 2 2 3 8 2 2 1 3 3 3 3 3 0
"128" 128 2 8 13 35 16 47 14 40 1 2 32 52 20 43 25 48 36 50 25 44 24 43 43 43 39 46 29 44 3.67 1.4 3 2.2 2.75 3.2 1.4 1 2 2 5 1 1 20 3 2 2 38 1 1 1 2 1 2 1 1 4 3 4 4 3 4 4 4 3 4 200 1 1 2 3 3 3 3 3 2
"129" 129 1 1 20 47 16 46 26 55 3 2 29 49 22 46 33 58 33 48 24 42 34 54 42 43 37 45 38 55 3.17 2.8 3.67 3.5 3.5 3.2 1 1 1 2 2 4 1 40 3 2 2 38 1 1 3 2 3 3 3 2 2 4 2 3 1 2 2 3 2 3 100 2 1 3 3 3 3 3 3 3
"130" 130 1 8 13 36 14 42 20 48 5 6 26 45 22 45 24 47 23 36 28 47 23 42 49 47 48 56 37 54 2.5 2.2 3.33 3.67 4 4 1 1 2 1 4 1 1 0 3 2 2 38 1 1 4 1 2 2 3 2 3 2 1 2 3 2 2 2 2 2 34 2 1 3 3 3 3 3 3 1
"131" 131 2 1 20 48 14 42 16 42 6 5 19 36 17 38 17 38 21 33 22 39 19 36 30 31 31 39 28 42 4 2 4 3 3 3 1.8 2.5 1 2 8 1 1 26 2 2 2 38 1 1 3 2 2 3 2 3 4 4 3 2 4 4 3 2 2 4 50 1 1 2 2 3 3 3 3 5
"132" 132 1 4 25 54 28 62 29 59 8 8 35 55 41 64 37 62 34 48 44 61 37 59 51 49 52 59 42 60 3.17 3.6 3.67 3 2 2 2.6 1.5 1 2 7 5 1 6 2 2 2 38 1 1 1 1 2 1 1 1 6 4 3 4 3 4 4 3 3 4 12 2 1 3 3 3 3 3 3 1
"133" 133 2 1 18 46 15 45 11 34 3 6 29 48 24 48 13 32 32 47 19 35 19 36 50 48 41 49 26 40 2.83 1.8 2 1.83 3.75 1.6 1.6 2 1 2 7 1 1 14 3 3 2 38 1 1 2 2 2 1 3 2 3 2 2 2 3 3 2 2 2 1 20 2 1 2 2 3 3 3 3 7
"134" 134 1 4 21 49 42 74 17 43 4 3 25 44 48 70 22 45 34 49 46 63 30 50 62 55 47 54 33 49 2.33 3.2 2 3.5 3 2.75 1.2 1.25 2 2 6 1 1 0 3 3 1 38 1 1 2 2 2 2 2 2 5 3 3 3 2 4 4 2 4 2 9 1 1 2 3 3 3 3 3 3
"135" 135 2 1 17 44 14 43 24 53 9 6 23 40 18 39 28 52 21 33 21 39 33 54 29 30 27 34 38 54 2.5 2.6 2.67 3.67 4 4 1.6 1.5 1 1 5 1 1 15 3 2 2 38 1 1 3 1 1 1 3 1 3 2 2 2 1 4 2 1 1 2 50 1 1 3 3 3 3 3 3 5
"136" 136 2 1 21 49 15 45 13 38 7 3 34 54 25 50 20 42 44 56 32 51 24 43 63 56 44 51 27 42 4 2.2 4 2.17 2.5 2.8 2.2 2 1 2 4 1 1 0 2 3 2 38 1 1 2 2 2 2 2 2 2 2 2 4 4 4 2 2 4 4 30 1 2 3 3 3 3 3 3 7
"137" 137 2 1 24 53 30 63 24 53 7 8 31 50 32 56 25 48 34 49 36 55 30 50 60 53 45 53 34 50 3.67 3.4 4 2.83 2.75 2.4 2 2 1 2 6 1 1 40 4 2 2 38 1 2 1 1 2 2 2 2 3 3 4 3 3 4 3 2 3 4 200 2 2 3 3 3 3 3 3 7
"138" 138 2 1 22 50 21 54 15 41 8 7 33 53 23 47 23 46 37 51 32 51 25 44 60 54 44 51 31 46 2.5 2.6 3.33 1.83 3 3.4 1.8 1 1 2 5 1 1 40 3 2 2 38 1 1 3 2 1 1 3 2 3 4 2 4 2 2 2 1 1 2 50 2 1 3 3 3 3 3 3 7
"139" 139 1 7 14 37 11 36 11 33 5 3 23 41 17 38 17 38 28 43 20 36 20 38 47 46 31 39 24 38 3 2.8 4 3.33 2.5 3 1.8 1 2 2 5 1 1 0 3 2 2 38 1 1 1 2 2 2 2 2 3 2 4 2 3 2 3 1 3 4 5 1 2 3 3 3 3 3 3 7
"140" 140 1 2 11 29 11 37 15 42 8 6 17 32 14 32 15 35 16 25 19 36 27 46 19 14 29 36 25 39 3.83 2 4 2.83 2.75 2.4 1.4 1.25 2 2 6 1 1 25 3 3 2 38 1 1 3 2 4 3 3 2 4 4 2 4 2 2 4 1 4 1 20 2 2 3 3 3 3 3 3 1
"141" 141 1 2 12 32 11 36 11 33 4 6 16 30 16 36 14 34 20 32 18 33 14 30 28 29 21 26 29 44 2.33 2 2.67 2.17 2.75 2.4 1.2 1 2 2 6 1 1 0 3 2 2 38 1 1 3 2 3 2 3 2 3 3 3 4 3 4 3 2 2 3 15 1 1 2 2 2 3 3 2 4
"142" 142 2 2 14 39 15 45 11 35 7 8 22 39 18 40 15 36 29 43 22 40 18 36 36 38 35 43 25 39 3.5 3 4 3.33 3.5 3.2 2.4 1.25 1 1 5 3 1 30 2 3 2 38 1 1 2 2 3 2 3 2 4 4 3 3 3 4 3 3 3 3 50 1 2 2 3 3 3 3 3 3
"143" 143 1 2 13 34 9 31 10 32 7 6 16 30 16 36 14 34 14 21 14 27 19 37 25 24 23 30 24 38 3.33 1 2.33 3.17 3.5 2.8 1 1 2 2 7 1 1 0 2 3 2 38 1 1 2 1 2 1 1 1 2 3 4 3 3 4 4 2 2 3 20 2 2 3 2 1 1 3 2 4
"144" 144 2 2 15 40 14 42 17 43 6 8 26 45 22 46 21 44 25 38 29 48 23 42 31 32 31 38 26 41 3.33 3.2 4 2.83 3 3.4 1 1 2 2 3 3 1 0 3 4 2 38 1 1 2 2 2 2 2 2 6 4 4 4 2 4 4 4 3 4 50 1 1 3 3 3 3 3 3 1
"145" 145 1 1 21 50 19 52 15 41 7 3 22 40 25 49 17 38 32 47 38 56 28 47 48 47 49 56 34 49 2.83 3 3 3 3.5 2.6 1.2 1 1 2 4 1 1 30 6 6 2 38 1 1 3 2 3 3 3 2 4 3 3 2 1 3 3 3 3 3 100 1 1 3 3 3 3 3 3 4
"146" 146 1 5 31 61 34 67 21 50 9 6 58 68 47 69 28 52 73 71 51 67 36 57 81 67 53 59 44 63 2.5 3.2 2 4 3.75 3.6 1 1.25 1 2 4 1 1 28 3 3 1 38 1 1 2 3 2 2 2 2 5 2 2 2 2 2 2 1 2 2 10 1 1 2 3 1 1 1 1 1
"147" 147 1 2 17 44 21 55 35 66 5 5 17 32 30 54 40 66 27 41 32 51 33 54 38 40 53 60 40 57 3 2.8 3.33 2 2.25 2.2 2.2 1 1 2 3 3 2 12 4 2 2 38 1 1 2 2 2 2 2 2 4 4 3 4 3 4 4 3 3 4 150 1 2 3 3 3 3 3 3 2
"148" 148 1 1 17 43 9 31 29 59 4 7 20 36 17 38 31 55 18 28 24 43 30 49 17 12 34 42 34 49 2 2.8 2.33 2.67 3.5 3.4 1.2 1 2 2 4 1 2 0 2 3 2 38 1 1 3 2 3 2 2 2 4 2 2 2 2 2 3 1 2 1 20 1 2 2 3 3 3 3 3 2
"149" 149 1 1 23 53 15 45 18 46 6 4 35 54 36 60 25 48 40 53 32 51 36 57 63 56 47 55 41 59 3 2.2 4 3.17 2.75 2.6 2 1 1 1 5 1 1 90 3 2 2 38 1 1 3 1 3 1 2 2 4 4 2 3 2 4 3 2 3 2 60 1 2 3 3 3 3 3 3 7
